,0,0_1,1,1_1,2,2_1,3,3_1,4,4_1,5,5_1,6,6_1,7,7_1,8,8_1,9,9_1,10,10_1,11,11_1,12,12_1,13,13_1,14,14_1,15,15_1,16,16_1,17,17_1,18,18_1,19,19_1,label,20,20_1
0,0.4574280381202698,0.5833209753036499,0.5707863569259644,0.5034283995628357,0.6401311159133911,0.373975932598114,0.6517338752746582,0.2645748555660248,0.6344906091690063,0.17989355325698853,0.5456969141960144,0.2705562114715576,0.5865740776062012,0.20966795086860657,0.5923917293548584,0.3074035048484802,0.5898946523666382,0.3938177525997162,0.46729958057403564,0.2823779881000519,0.5174367427825928,0.2341429591178894,0.5302051305770874,0.34956058859825134,0.5349690914154053,0.4384348690509796,0.3955126404762268,0.30435213446617126,0.45714271068573,0.292900413274765,0.46917983889579773,0.40066853165626526,0.4686601161956787,0.47212523221969604,0.32568496465682983,0.3351192772388458,0.39118561148643494,0.3210724890232086,0.4049473702907562,0.40426117181777954,A,0.4038220942020416,0.4575657844543457
1,0.49198460578918457,0.613174319267273,0.6064772009849548,0.5363621711730957,0.6769514679908752,0.4061529040336609,0.6903570294380188,0.2918701469898224,0.674907386302948,0.20945563912391663,0.5732519030570984,0.2909182906150818,0.6292495727539062,0.23791629076004028,0.634240448474884,0.33946338295936584,0.6290888786315918,0.4193512499332428,0.49591970443725586,0.2968372106552124,0.5675833821296692,0.27808067202568054,0.574805736541748,0.3927140533924103,0.5719444751739502,0.4715483784675598,0.4264051020145416,0.31763410568237305,0.5058706402778625,0.330476850271225,0.5150330662727356,0.4365997910499573,0.5105443596839905,0.5060446262359619,0.3586779236793518,0.35037297010421753,0.4371984899044037,0.3614048659801483,0.4495847821235657,0.44779711961746216,A,0.4449510872364044,0.5016052722930908
2,0.5838052034378052,0.6876060962677002,0.708179235458374,0.6344707012176514,0.7768876552581787,0.5063544511795044,0.7876167297363281,0.3834294378757477,0.8124754428863525,0.2853124141693115,0.7180399298667908,0.39657270908355713,0.7396376132965088,0.3353497385978699,0.7297924160957336,0.43106526136398315,0.7273702621459961,0.51738041639328,0.6109796762466431,0.41420555114746094,0.6338244676589966,0.38073593378067017,0.6321796178817749,0.5212031602859497,0.6424686908721924,0.6268559694290161,0.5151287317276001,0.44314515590667725,0.5329617857933044,0.44676220417022705,0.5432738661766052,0.5802236199378967,0.5586778521537781,0.67153000831604,0.4239318370819092,0.480299711227417,0.4366319179534912,0.48228520154953003,0.45637083053588867,0.5868868231773376,A,0.476671040058136,0.6488925218582153
3,0.723598062992096,0.6742883920669556,0.7964441776275635,0.6183160543441772,0.8474578857421875,0.5139814615249634,0.8622087240219116,0.4264824688434601,0.8586736917495728,0.3567999601364136,0.7999581098556519,0.44495874643325806,0.7949993014335632,0.3838719129562378,0.7763011455535889,0.44581788778305054,0.7712869644165039,0.507554292678833,0.7359188199043274,0.45367124676704407,0.7302246689796448,0.39674103260040283,0.7213268280029297,0.4732725918292999,0.7251964211463928,0.5427863597869873,0.679301917552948,0.468304842710495,0.6738348007202148,0.42772582173347473,0.6778897047042847,0.5049582123756409,0.6877052187919617,0.5674081444740295,0.6281642913818359,0.48921677470207214,0.6236433982849121,0.4537178575992584,0.630731999874115,0.5102465748786926,A,0.6407173871994019,0.5562729835510254
4,0.6952317357063293,0.7101892828941345,0.7753158807754517,0.6226834654808044,0.827593207359314,0.5219299793243408,0.8425710201263428,0.42917653918266296,0.8490227460861206,0.3544023334980011,0.79234778881073,0.4408833086490631,0.7843520641326904,0.3790200352668762,0.7724394798278809,0.44100695848464966,0.7729145288467407,0.5046534538269043,0.727226972579956,0.4518161416053772,0.7223824858665466,0.39108678698539734,0.7182729840278625,0.47178345918655396,0.7274264097213745,0.5457466840744019,0.6664734482765198,0.46934807300567627,0.6614090800285339,0.4275806248188019,0.6703048348426819,0.5069221258163452,0.688732385635376,0.5737190842628479,0.6114157438278198,0.49604979157447815,0.6110988855361938,0.45289549231529236,0.6249357461929321,0.5091471672058105,A,0.6412043571472168,0.5590754747390747
5,0.724506676197052,0.7015510201454163,0.8311429023742676,0.6419603824615479,0.9007043838500977,0.48912784457206726,0.8949323892593384,0.36383169889450073,0.8782854676246643,0.26326584815979004,0.7889733910560608,0.3864322006702423,0.8174722194671631,0.3186861276626587,0.8331141471862793,0.41807377338409424,0.8300042748451233,0.5076719522476196,0.7041789293289185,0.40224701166152954,0.7441588044166565,0.34098291397094727,0.7684509754180908,0.46673300862312317,0.7756922245025635,0.5622506737709045,0.6226269602775574,0.4355345368385315,0.6749410629272461,0.392194002866745,0.700920820236206,0.5248690247535706,0.7056671977043152,0.6135998368263245,0.5378402471542358,0.48207107186317444,0.5982964634895325,0.45071038603782654,0.6312455534934998,0.5491562485694885,A,0.6431771516799927,0.6146837472915649
6,0.7215708494186401,0.7321565747261047,0.8363114595413208,0.6505329012870789,0.90593421459198,0.49613824486732483,0.8985651731491089,0.3759344816207886,0.8745478987693787,0.278542697429657,0.7904292345046997,0.3944510221481323,0.8250550627708435,0.3192959427833557,0.8365733623504639,0.42240291833877563,0.838351309299469,0.5154736638069153,0.7091696262359619,0.4127454459667206,0.7531776428222656,0.3480387330055237,0.7675971388816833,0.47545403242111206,0.7762710452079773,0.5779049396514893,0.6278855204582214,0.44749322533607483,0.6814665794372559,0.4072829484939575,0.703890323638916,0.5354194045066833,0.7149856090545654,0.6267886161804199,0.5442942380905151,0.4951530396938324,0.608512282371521,0.45867398381233215,0.6401624083518982,0.5548467040061951,A,0.6533224582672119,0.6237048506736755
7,0.7281519174575806,0.753311276435852,0.846665620803833,0.663348913192749,0.9156743288040161,0.5121620297431946,0.912998616695404,0.38927721977233887,0.8918787837028503,0.28904128074645996,0.8019070029258728,0.4059044122695923,0.8380312323570251,0.3250713348388672,0.8534248471260071,0.4265081286430359,0.8562479019165039,0.5208961963653564,0.7190992832183838,0.42285972833633423,0.7652915716171265,0.3534875810146332,0.782802164554596,0.48103514313697815,0.7919071316719055,0.585258960723877,0.6360864043235779,0.4548597037792206,0.692510724067688,0.41531607508659363,0.7152523398399353,0.5433557629585266,0.7243630290031433,0.6350976228713989,0.5503493547439575,0.5004981756210327,0.6183828115463257,0.46954110264778137,0.6503749489784241,0.5628970265388489,A,0.6610941886901855,0.6300663352012634
8,0.7259618639945984,0.7653021812438965,0.8471148014068604,0.6726130247116089,0.9166971445083618,0.5231059193611145,0.9192515015602112,0.40136104822158813,0.903329074382782,0.3017635941505432,0.8038362860679626,0.4174312949180603,0.8407390713691711,0.3321230411529541,0.8541850447654724,0.4343871474266052,0.8557199239730835,0.5311444401741028,0.7218311429023743,0.43403103947639465,0.7699891924858093,0.3583105206489563,0.7849819660186768,0.4893699586391449,0.7908578515052795,0.5975629687309265,0.6401112675666809,0.46586188673973083,0.6953859925270081,0.42099878191947937,0.7156220078468323,0.5530569553375244,0.7222627401351929,0.6473149061203003,0.5551741719245911,0.5113544464111328,0.6216250658035278,0.4750431478023529,0.6527196764945984,0.5716860294342041,A,0.6626529693603516,0.6416100263595581
9,0.7230417728424072,0.7741129398345947,0.8471978306770325,0.6821529865264893,0.9200208187103271,0.5345779061317444,0.9284029006958008,0.41095951199531555,0.9089404344558716,0.3082224726676941,0.8096795082092285,0.4314972162246704,0.8457594513893127,0.3403107523918152,0.8596799373626709,0.4406876266002655,0.8613850474357605,0.5346193909645081,0.7280862331390381,0.44675832986831665,0.7734525203704834,0.3647502660751343,0.7875788807868958,0.49480924010276794,0.7938652634620667,0.5997558832168579,0.6457498073577881,0.4767642021179199,0.6983126401901245,0.42672863602638245,0.7178941369056702,0.5617309808731079,0.725329577922821,0.6540719866752625,0.560758113861084,0.5199393033981323,0.6242170929908752,0.4783135950565338,0.6522331237792969,0.5771827697753906,A,0.6601873636245728,0.6464836001396179
10,0.721613883972168,0.7850911617279053,0.8457579016685486,0.6967676877975464,0.9188448190689087,0.5444139242172241,0.9233037829399109,0.4194772243499756,0.914530873298645,0.3152458071708679,0.819257915019989,0.43802404403686523,0.8498572707176208,0.35016703605651855,0.856315016746521,0.4498009979724884,0.8565407395362854,0.5444707870483398,0.7370433211326599,0.4536428153514862,0.7764549851417542,0.37134021520614624,0.7842184901237488,0.5009810924530029,0.7904470562934875,0.6088456511497498,0.65306556224823,0.48205363750457764,0.6979348659515381,0.42777910828590393,0.7134250402450562,0.5632285475730896,0.7224361896514893,0.6586158871650696,0.5656445622444153,0.5236131548881531,0.6210809946060181,0.4792073369026184,0.6473929286003113,0.5789090991020203,A,0.6578580141067505,0.6502772569656372
11,0.7177533507347107,0.7894371747970581,0.8452088236808777,0.699202835559845,0.9177148938179016,0.5487388372421265,0.9228259325027466,0.4253995716571808,0.9137904644012451,0.32235389947891235,0.8165676593780518,0.44512757658958435,0.8520294427871704,0.35795044898986816,0.8558342456817627,0.4589594602584839,0.8514578938484192,0.5536734461784363,0.7333104014396667,0.4598289132118225,0.7725006937980652,0.3778502643108368,0.780181884765625,0.5076160430908203,0.7840160727500916,0.614244818687439,0.6499087810516357,0.4880307614803314,0.6948471069335938,0.43314284086227417,0.7102042436599731,0.568315863609314,0.716147780418396,0.6626539826393127,0.563179612159729,0.528783917427063,0.6203387975692749,0.4834246039390564,0.6454185843467712,0.5836448073387146,A,0.6528857946395874,0.6542510390281677
12,0.7109389901161194,0.7982248663902283,0.8376050591468811,0.7080322504043579,0.9125951528549194,0.5593884587287903,0.9187242984771729,0.4353370666503906,0.9094641208648682,0.3306036591529846,0.8149365186691284,0.45635074377059937,0.8416563868522644,0.3653944134712219,0.846062183380127,0.4642951488494873,0.8461265563964844,0.5574204325675964,0.7325002551078796,0.47191664576530457,0.7660400867462158,0.3842180371284485,0.7734732627868652,0.5118089318275452,0.7797861099243164,0.6170222163200378,0.6483765840530396,0.4998510479927063,0.6871642470359802,0.4365658760070801,0.7016942501068115,0.5713996887207031,0.7101702690124512,0.6645239591598511,0.5605435967445374,0.5411081910133362,0.6099615097045898,0.4875830411911011,0.633243978023529,0.588229775428772,A,0.6417482495307922,0.6594213247299194
13,0.7059626579284668,0.8067876696586609,0.8303878307342529,0.7152774930000305,0.9087070822715759,0.5652872920036316,0.919425368309021,0.4419218599796295,0.9051218628883362,0.3381389081478119,0.8102366328239441,0.4620768427848816,0.8380239009857178,0.37123340368270874,0.8412284851074219,0.47452282905578613,0.8383775949478149,0.568892776966095,0.7259321808815002,0.4787505865097046,0.7601547837257385,0.3952764868736267,0.767627477645874,0.5226498246192932,0.7724957466125488,0.6261980533599854,0.6413066983222961,0.5074754357337952,0.6809192895889282,0.44616198539733887,0.6950535774230957,0.5801376700401306,0.7018139958381653,0.6727908253669739,0.5536758899688721,0.5477478504180908,0.6032845973968506,0.495055228471756,0.6261687278747559,0.5960904955863953,A,0.6337173581123352,0.667559802532196
14,0.564605176448822,0.7970985174179077,0.7206346392631531,0.698390781879425,0.8190315961837769,0.5431952476501465,0.834717869758606,0.4015165865421295,0.8142240047454834,0.2874445617198944,0.7165994048118591,0.43302983045578003,0.7443934082984924,0.33556073904037476,0.7355176210403442,0.44365018606185913,0.7283952832221985,0.5513579845428467,0.6198403239250183,0.44549036026000977,0.6520982980728149,0.36265552043914795,0.6486381888389587,0.5051620006561279,0.6493396759033203,0.6269820928573608,0.5249504446983337,0.47214266657829285,0.5596283674240112,0.42728275060653687,0.5689929723739624,0.5712406635284424,0.5737571120262146,0.6771708130836487,0.4228030741214752,0.508842408657074,0.46325579285621643,0.46565133333206177,0.4849993586540222,0.577456533908844,A,0.4958728551864624,0.6582725048065186
15,0.6942888498306274,0.8352266550064087,0.8227148056030273,0.7259637117385864,0.9009333848953247,0.5807443261146545,0.9127371311187744,0.45215892791748047,0.9022122621536255,0.3451653718948364,0.7998563647270203,0.4687683880329132,0.835051953792572,0.38452714681625366,0.8366315364837646,0.4875577986240387,0.8316013216972351,0.5804172158241272,0.7100913524627686,0.48537883162498474,0.7523490190505981,0.40318170189857483,0.7604588866233826,0.5359851121902466,0.7659884691238403,0.6411558985710144,0.6230106353759766,0.513617753982544,0.6734024882316589,0.4606359601020813,0.6915482878684998,0.5951281785964966,0.7020362019538879,0.689253032207489,0.5332778692245483,0.5563157200813293,0.5906962156295776,0.5131866931915283,0.6184029579162598,0.6109154224395752,A,0.6292371153831482,0.6809388399124146
